TS DB-Utility - Vers.: 3.6.02 
All Rights Reserved.
Copyright (C) 2003-2011 by Carl-Heinz Rave(CarlosHR)
 ---> 'Shape(32820)-FileName': Shape-file 'SR_Dirt_2LCrv_1000r10d.s' not found!
 ---> 'Shape(32821)-FileName': Shape-file 'SR_Dirt_2LCrv_1000r20d.s' not found!
 ---> 'Shape(32822)-FileName': Shape-file 'SR_Dirt_2LCrv_1500r05d.s' not found!
 ---> 'Shape(32823)-FileName': Shape-file 'SR_Dirt_2LCrv_1500r10d.s' not found!
 ---> 'Shape(32824)-FileName': Shape-file 'SR_Dirt_2LCrv_1500r20d.s' not found!
 ---> 'Shape(32825)-FileName': Shape-file 'SR_Dirt_2LTee_Intersection.s' not found!
 ---> 'Shape(32826)-FileName': Shape-file 'SR_Dirt_2LXng_Intersection.s' not found!
 ---> 'Shape(32827)-FileName': Shape-file 'SR_Hiway_2LStr_010m.s' not found!
 ---> 'Shape(32828)-FileName': Shape-file 'SR_Hiway_2LStr_050m.s' not found!
 ---> 'Shape(32829)-FileName': Shape-file 'SR_Hiway_2LStr_100m.s' not found!
 ---> 'Shape(32830)-FileName': Shape-file 'SR_Hiway_2LStr_250m.s' not found!
 ---> 'Shape(32831)-FileName': Shape-file 'SR_Hiway_4LStr_010m.s' not found!
 ---> 'Shape(32832)-FileName': Shape-file 'SR_Hiway_4LStr_050m.s' not found!
 ---> 'Shape(32833)-FileName': Shape-file 'SR_Hiway_4LStr_100m.s' not found!
 ---> 'Shape(32834)-FileName': Shape-file 'SR_Hiway_4LStr_250m.s' not found!
 ---> 'Shape(32835)-FileName': Shape-file 'SR_Hiway_2LCrv_0040r45d.s' not found!
 ---> 'Shape(32836)-FileName': Shape-file 'SR_Hiway_4LCrv_0040r45d.s' not found!
 ---> 'Shape(32837)-FileName': Shape-file 'SR_Hiway_2LXng_Intersection.s' not found!
 ---> 'Shape(32838)-FileName': Shape-file 'SR_Hiway_4LXng_Intersection.s' not found!
 ---> 'Shape(32839)-FileName': Shape-file 'SR_Hiway_2LTee_Intersection.s' not found!
 ---> 'Shape(32840)-FileName': Shape-file 'SR_Hiway_4LTee_Intersection.s' not found!
 ---> 'Shape(32841)-FileName': Shape-file 'SR_Hiway_4L2LTee_Intersection.s' not found!
 ---> 'Shape(32842)-FileName': Shape-file 'SR_Hiway_2LCrv_0040r22_5d.s' not found!
 ---> 'Shape(32843)-FileName': Shape-file 'SR_Hiway_4LCrv_0040r22_5d.s' not found!
 ---> 'Shape(32844)-FileName': Shape-file 'SR_Hiway_2LCrv_0250r05d.s' not found!
 ---> 'Shape(32845)-FileName': Shape-file 'SR_Hiway_2LCrv_0250r10d.s' not found!
 ---> 'Shape(32846)-FileName': Shape-file 'SR_Hiway_2LCrv_0250r20d.s' not found!
 ---> 'Shape(32847)-FileName': Shape-file 'SR_Hiway_2LCrv_0500r05d.s' not found!
 ---> 'Shape(32848)-FileName': Shape-file 'SR_Hiway_2LCrv_0500r10d.s' not found!
 ---> 'Shape(32849)-FileName': Shape-file 'SR_Hiway_2LCrv_0500r20d.s' not found!
 ---> 'Shape(32850)-FileName': Shape-file 'SR_Hiway_2LCrv_1000r05d.s' not found!
 ---> 'Shape(32851)-FileName': Shape-file 'SR_Hiway_2LCrv_1000r10d.s' not found!
 ---> 'Shape(32852)-FileName': Shape-file 'SR_Hiway_2LCrv_1000r20d.s' not found!
 ---> 'Shape(32853)-FileName': Shape-file 'SR_Hiway_2LCrv_1500r05d.s' not found!
 ---> 'Shape(32854)-FileName': Shape-file 'SR_Hiway_2LCrv_1500r10d.s' not found!
 ---> 'Shape(32855)-FileName': Shape-file 'SR_Hiway_2LCrv_1500r20d.s' not found!
 ---> 'Shape(32856)-FileName': Shape-file 'SR_Hiway_4LCrv_1000r05d.s' not found!
 ---> 'Shape(32857)-FileName': Shape-file 'SR_Hiway_4LCrv_1000r10d.s' not found!
 ---> 'Shape(32858)-FileName': Shape-file 'SR_Hiway_4LCrv_1000r20d.s' not found!
 ---> 'Shape(32859)-FileName': Shape-file 'SR_Hiway_4LCrv_1500r05d.s' not found!
 ---> 'Shape(32860)-FileName': Shape-file 'SR_Hiway_4LCrv_1500r10d.s' not found!
 ---> 'Shape(32861)-FileName': Shape-file 'SR_Hiway_4LCrv_1500r20d.s' not found!
 ---> 'Shape(32862)-FileName': Shape-file 'SR_Hiway_4LCrv_0250r05d.s' not found!
 ---> 'Shape(32863)-FileName': Shape-file 'SR_Hiway_4LCrv_0250r10d.s' not found!
 ---> 'Shape(32864)-FileName': Shape-file 'SR_Hiway_4LCrv_0250r20d.s' not found!
 ---> 'Shape(32865)-FileName': Shape-file 'SR_Hiway_4LCrv_0500r05d.s' not found!
 ---> 'Shape(32866)-FileName': Shape-file 'SR_Hiway_4LCrv_0500r10d.s' not found!
 ---> 'Shape(32867)-FileName': Shape-file 'SR_Hiway_4LCrv_0500r20d.s' not found!
 ---> 'Shape(32868)-FileName': Shape-file 'SR_Rural_2LStr_010m.s' not found!
 ---> 'Shape(32869)-FileName': Shape-file 'SR_Rural_2LStr_050m.s' not found!
 ---> 'Shape(32870)-FileName': Shape-file 'SR_Rural_2LStr_100m.s' not found!
 ---> 'Shape(32871)-FileName': Shape-file 'SR_Rural_2LStr_250m.s' not found!
 ---> 'Shape(32872)-FileName': Shape-file 'SR_Rural_4LStr_010m.s' not found!
 ---> 'Shape(32873)-FileName': Shape-file 'SR_Rural_4LStr_050m.s' not found!
 ---> 'Shape(32874)-FileName': Shape-file 'SR_Rural_4LStr_100m.s' not found!
 ---> 'Shape(32875)-FileName': Shape-file 'SR_Rural_4LStr_250m.s' not found!
 ---> 'Shape(32876)-FileName': Shape-file 'SR_Rural_2LCrv_0040r45d.s' not found!
 ---> 'Shape(32877)-FileName': Shape-file 'SR_Rural_4LCrv_0040r45d.s' not found!
 ---> 'Shape(32878)-FileName': Shape-file 'SR_Rural_2LXng_Intersection.s' not found!
 ---> 'Shape(32879)-FileName': Shape-file 'SR_Rural_4LXng_Intersection.s' not found!
 ---> 'Shape(32880)-FileName': Shape-file 'SR_Rural_2LTee_Intersection.s' not found!
 ---> 'Shape(32881)-FileName': Shape-file 'SR_Rural_4LTee_Intersection.s' not found!
 ---> 'Shape(32882)-FileName': Shape-file 'SR_Rural_4L2LTee_Intersection.s' not found!
 ---> 'Shape(32883)-FileName': Shape-file 'SR_Rural_2LCrv_0040r22_5d.s' not found!
 ---> 'Shape(32884)-FileName': Shape-file 'SR_Rural_4LCrv_0040r22_5d.s' not found!
 ---> 'Shape(32885)-FileName': Shape-file 'SR_Rural_2LCrv_0250r05d.s' not found!
 ---> 'Shape(32886)-FileName': Shape-file 'SR_Rural_2LCrv_0250r10d.s' not found!
 ---> 'Shape(32887)-FileName': Shape-file 'SR_Rural_2LCrv_0250r20d.s' not found!
 ---> 'Shape(32888)-FileName': Shape-file 'SR_Rural_2LCrv_0500r05d.s' not found!
 ---> 'Shape(32889)-FileName': Shape-file 'SR_Rural_2LCrv_0500r10d.s' not found!
 ---> 'Shape(32890)-FileName': Shape-file 'SR_Rural_2LCrv_0500r20d.s' not found!
 ---> 'Shape(32891)-FileName': Shape-file 'SR_Rural_2LCrv_1000r05d.s' not found!
 ---> 'Shape(32892)-FileName': Shape-file 'SR_Rural_2LCrv_1000r10d.s' not found!
 ---> 'Shape(32893)-FileName': Shape-file 'SR_Rural_2LCrv_1000r20d.s' not found!
 ---> 'Shape(32894)-FileName': Shape-file 'SR_Rural_2LCrv_1500r05d.s' not found!
 ---> 'Shape(32895)-FileName': Shape-file 'SR_Rural_2LCrv_1500r10d.s' not found!
 ---> 'Shape(32896)-FileName': Shape-file 'SR_Rural_2LCrv_1500r20d.s' not found!
 ---> 'Shape(32897)-FileName': Shape-file 'SR_Rural_4LCrv_1000r05d.s' not found!
 ---> 'Shape(32898)-FileName': Shape-file 'SR_Rural_4LCrv_1000r10d.s' not found!
 ---> 'Shape(32899)-FileName': Shape-file 'SR_Rural_4LCrv_1000r20d.s' not found!
 ---> 'Shape(32900)-FileName': Shape-file 'SR_Rural_4LCrv_1500r05d.s' not found!
 ---> 'Shape(32901)-FileName': Shape-file 'SR_Rural_4LCrv_1500r10d.s' not found!
 ---> 'Shape(32902)-FileName': Shape-file 'SR_Rural_4LCrv_1500r20d.s' not found!
 ---> 'Shape(32903)-FileName': Shape-file 'SR_Rural_4LCrv_0250r05d.s' not found!
 ---> 'Shape(32904)-FileName': Shape-file 'SR_Rural_4LCrv_0250r10d.s' not found!
 ---> 'Shape(32905)-FileName': Shape-file 'SR_Rural_4LCrv_0250r20d.s' not found!
 ---> 'Shape(32906)-FileName': Shape-file 'SR_Rural_4LCrv_0500r05d.s' not found!
 ---> 'Shape(32907)-FileName': Shape-file 'SR_Rural_4LCrv_0500r10d.s' not found!
 ---> 'Shape(32908)-FileName': Shape-file 'SR_Rural_4LCrv_0500r20d.s' not found!
 ---> 'Shape(32909)-FileName': Shape-file 'SR_Urban_2LStr_010m.s' not found!
 ---> 'Shape(32910)-FileName': Shape-file 'SR_Urban_2LStr_050m.s' not found!
 ---> 'Shape(32911)-FileName': Shape-file 'SR_Urban_2LStr_100m.s' not found!
 ---> 'Shape(32912)-FileName': Shape-file 'SR_Urban_2LStr_250m.s' not found!
 ---> 'Shape(32913)-FileName': Shape-file 'SR_Urban_4LStr_010m.s' not found!
 ---> 'Shape(32914)-FileName': Shape-file 'SR_Urban_4LStr_050m.s' not found!
 ---> 'Shape(32915)-FileName': Shape-file 'SR_Urban_4LStr_100m.s' not found!
 ---> 'Shape(32916)-FileName': Shape-file 'SR_Urban_4LStr_250m.s' not found!
 ---> 'Shape(32917)-FileName': Shape-file 'SR_Urban_2LCrv_0040r45d.s' not found!
 ---> 'Shape(32918)-FileName': Shape-file 'SR_Urban_4LCrv_0040r45d.s' not found!
 ---> 'Shape(32919)-FileName': Shape-file 'SR_Urban_2LXng_Intersection.s' not found!
 ---> 'Shape(32920)-FileName': Shape-file 'SR_Urban_4LXng_Intersection.s' not found!
 ---> 'Shape(32921)-FileName': Shape-file 'SR_Urban_2LTee_Intersection.s' not found!
 ---> 'Shape(32922)-FileName': Shape-file 'SR_Urban_4LTee_Intersection.s' not found!
 ---> 'Shape(32923)-FileName': Shape-file 'SR_Urban_4L2LTee_Intersection.s' not found!
 ---> 'Shape(32924)-FileName': Shape-file 'SR_Urban_2LCrv_0040r22_5d.s' not found!
 ---> 'Shape(32925)-FileName': Shape-file 'SR_Urban_4LCrv_0040r22_5d.s' not found!
 ---> 'Shape(32926)-FileName': Shape-file 'SR_Urban_2LCrv_0250r05d.s' not found!
 ---> 'Shape(32927)-FileName': Shape-file 'SR_Urban_2LCrv_0250r10d.s' not found!
 ---> 'Shape(32928)-FileName': Shape-file 'SR_Urban_2LCrv_0250r20d.s' not found!
 ---> 'Shape(32929)-FileName': Shape-file 'SR_Urban_2LCrv_0500r05d.s' not found!
 ---> 'Shape(32930)-FileName': Shape-file 'SR_Urban_2LCrv_0500r10d.s' not found!
 ---> 'Shape(32931)-FileName': Shape-file 'SR_Urban_2LCrv_0500r20d.s' not found!
 ---> 'Shape(32932)-FileName': Shape-file 'SR_Urban_2LCrv_1000r05d.s' not found!
 ---> 'Shape(32933)-FileName': Shape-file 'SR_Urban_2LCrv_1000r10d.s' not found!
 ---> 'Shape(32934)-FileName': Shape-file 'SR_Urban_2LCrv_1000r20d.s' not found!
 ---> 'Shape(32935)-FileName': Shape-file 'SR_Urban_2LCrv_1500r05d.s' not found!
 ---> 'Shape(32936)-FileName': Shape-file 'SR_Urban_2LCrv_1500r10d.s' not found!
 ---> 'Shape(32937)-FileName': Shape-file 'SR_Urban_2LCrv_1500r20d.s' not found!
 ---> 'Shape(32938)-FileName': Shape-file 'SR_Urban_4LCrv_1000r05d.s' not found!
 ---> 'Shape(32939)-FileName': Shape-file 'SR_Urban_4LCrv_1000r10d.s' not found!
 ---> 'Shape(32940)-FileName': Shape-file 'SR_Urban_4LCrv_1000r20d.s' not found!
 ---> 'Shape(32941)-FileName': Shape-file 'SR_Urban_4LCrv_1500r05d.s' not found!
 ---> 'Shape(32942)-FileName': Shape-file 'SR_Urban_4LCrv_1500r10d.s' not found!
 ---> 'Shape(32943)-FileName': Shape-file 'SR_Urban_4LCrv_1500r20d.s' not found!
 ---> 'Shape(32944)-FileName': Shape-file 'SR_Urban_4LCrv_0250r05d.s' not found!
 ---> 'Shape(32945)-FileName': Shape-file 'SR_Urban_4LCrv_0250r10d.s' not found!
 ---> 'Shape(32946)-FileName': Shape-file 'SR_Urban_4LCrv_0250r20d.s' not found!
 ---> 'Shape(32947)-FileName': Shape-file 'SR_Urban_4LCrv_0500r05d.s' not found!
 ---> 'Shape(32948)-FileName': Shape-file 'SR_Urban_4LCrv_0500r10d.s' not found!
 ---> 'Shape(32949)-FileName': Shape-file 'SR_Urban_4LCrv_0500r20d.s' not found!
 ---> 'Shape(32950)-FileName': Shape-file 'A1tXover12d5m.s' not found!
 ---> 'Shape(32951)-FileName': Shape-file 'A1t4_8mStrt.s' not found!
 ---> 'Shape(34000)-FileName': Shape-file 'eb_1t10mStrt.s' not found!
 ---> 'Shape(34001)-FileName': Shape-file 'eb_1t50mStrt.s' not found!
 ---> 'Shape(34002)-FileName': Shape-file 'eb_1t100mStrt.s' not found!
 ---> 'Shape(34003)-FileName': Shape-file 'eb_1t250mStrt.s' not found!
 ---> 'Shape(34004)-FileName': Shape-file 'eb_1t500mStrt.s' not found!
 ---> 'Shape(34005)-FileName': Shape-file 'eb_2t10mStrt.s' not found!
 ---> 'Shape(34006)-FileName': Shape-file 'eb_2t50mStrt.s' not found!
 ---> 'Shape(34007)-FileName': Shape-file 'eb_2t100mStrt.s' not found!
 ---> 'Shape(34008)-FileName': Shape-file 'eb_2t250mStrt.s' not found!
 ---> 'Shape(34009)-FileName': Shape-file 'eb_2t500mStrt.s' not found!
 ---> 'Shape(34010)-FileName': Shape-file 'eb_3t10mStrt.s' not found!
 ---> 'Shape(34011)-FileName': Shape-file 'eb_3t50mStrt.s' not found!
 ---> 'Shape(34012)-FileName': Shape-file 'eb_3t100mStrt.s' not found!
 ---> 'Shape(34013)-FileName': Shape-file 'eb_3t250mStrt.s' not found!
 ---> 'Shape(34014)-FileName': Shape-file 'eb_3t500mStrt.s' not found!
 ---> 'Shape(34015)-FileName': Shape-file 'eb_4t10mStrt.s' not found!
 ---> 'Shape(34016)-FileName': Shape-file 'eb_4t50mStrt.s' not found!
 ---> 'Shape(34017)-FileName': Shape-file 'eb_4t100mStrt.s' not found!
 ---> 'Shape(34018)-FileName': Shape-file 'eb_4t250mStrt.s' not found!
 ---> 'Shape(34019)-FileName': Shape-file 'eb_4t500mStrt.s' not found!
 ---> 'Shape(34020)-FileName': Shape-file 'eb_1t500r5d.s' not found!
 ---> 'Shape(34021)-FileName': Shape-file 'eb_1t500r10d.s' not found!
 ---> 'Shape(34022)-FileName': Shape-file 'eb_1t500r20d.s' not found!
 ---> 'Shape(34023)-FileName': Shape-file 'eb_2t500r5d.s' not found!
 ---> 'Shape(34024)-FileName': Shape-file 'eb_2t500r10d.s' not found!
 ---> 'Shape(34025)-FileName': Shape-file 'eb_2t500r20d.s' not found!
 ---> 'Shape(34026)-FileName': Shape-file 'eb_3t500r5d.s' not found!
 ---> 'Shape(34027)-FileName': Shape-file 'eb_3t500r10d.s' not found!
 ---> 'Shape(34028)-FileName': Shape-file 'eb_3t500r20d.s' not found!
 ---> 'Shape(34029)-FileName': Shape-file 'eb_4t500r5d.s' not found!
 ---> 'Shape(34030)-FileName': Shape-file 'eb_4t500r10d.s' not found!
 ---> 'Shape(34031)-FileName': Shape-file 'eb_4t500r20d.s' not found!
 ---> 'Shape(34032)-FileName': Shape-file 'eb_1t1000r5d.s' not found!
 ---> 'Shape(34033)-FileName': Shape-file 'eb_1t1000r10d.s' not found!
 ---> 'Shape(34034)-FileName': Shape-file 'eb_1t1000r20d.s' not found!
 ---> 'Shape(34035)-FileName': Shape-file 'eb_2t1000r5d.s' not found!
 ---> 'Shape(34036)-FileName': Shape-file 'eb_2t1000r10d.s' not found!
 ---> 'Shape(34037)-FileName': Shape-file 'eb_2t1000r20d.s' not found!
 ---> 'Shape(34038)-FileName': Shape-file 'eb_3t1000r5d.s' not found!
 ---> 'Shape(34039)-FileName': Shape-file 'eb_3t1000r10d.s' not found!
 ---> 'Shape(34040)-FileName': Shape-file 'eb_3t1000r20d.s' not found!
 ---> 'Shape(34041)-FileName': Shape-file 'eb_4t1000r5d.s' not found!
 ---> 'Shape(34042)-FileName': Shape-file 'eb_4t1000r10d.s' not found!
 ---> 'Shape(34043)-FileName': Shape-file 'eb_4t1000r20d.s' not found!
 ---> 'Shape(34044)-FileName': Shape-file 'eb_1t1500r5d.s' not found!
 ---> 'Shape(34045)-FileName': Shape-file 'eb_1t1500r10d.s' not found!
 ---> 'Shape(34046)-FileName': Shape-file 'eb_1t1500r20d.s' not found!
 ---> 'Shape(34047)-FileName': Shape-file 'eb_2t1500r5d.s' not found!
 ---> 'Shape(34048)-FileName': Shape-file 'eb_2t1500r10d.s' not found!
 ---> 'Shape(34049)-FileName': Shape-file 'eb_2t1500r20d.s' not found!
 ---> 'Shape(34050)-FileName': Shape-file 'eb_3t1500r5d.s' not found!
 ---> 'Shape(34051)-FileName': Shape-file 'eb_3t1500r10d.s' not found!
 ---> 'Shape(34052)-FileName': Shape-file 'eb_3t1500r20d.s' not found!
 ---> 'Shape(34053)-FileName': Shape-file 'eb_4t1500r5d.s' not found!
 ---> 'Shape(34054)-FileName': Shape-file 'eb_4t1500r10d.s' not found!
 ---> 'Shape(34055)-FileName': Shape-file 'eb_4t1500r20d.s' not found!
 ---> 'Shape(34056)-FileName': Shape-file 'eb_1t2000r5d.s' not found!
 ---> 'Shape(34057)-FileName': Shape-file 'eb_1t2000r10d.s' not found!
 ---> 'Shape(34058)-FileName': Shape-file 'eb_1t2000r20d.s' not found!
 ---> 'Shape(34059)-FileName': Shape-file 'eb_2t2000r5d.s' not found!
 ---> 'Shape(34060)-FileName': Shape-file 'eb_2t2000r10d.s' not found!
 ---> 'Shape(34061)-FileName': Shape-file 'eb_2t2000r20d.s' not found!
 ---> 'Shape(34062)-FileName': Shape-file 'eb_3t2000r5d.s' not found!
 ---> 'Shape(34063)-FileName': Shape-file 'eb_3t2000r10d.s' not found!
 ---> 'Shape(34064)-FileName': Shape-file 'eb_3t2000r20d.s' not found!
 ---> 'Shape(34065)-FileName': Shape-file 'eb_4t2000r5d.s' not found!
 ---> 'Shape(34066)-FileName': Shape-file 'eb_4t2000r10d.s' not found!
 ---> 'Shape(34067)-FileName': Shape-file 'eb_4t2000r20d.s' not found!
 ---> 'Shape(34068)-FileName': Shape-file 'eb_1tPnt2_5dLft.s' not found!
 ---> 'Shape(34069)-FileName': Shape-file 'eb_1tPnt2_5dRgt.s' not found!
 ---> 'Shape(34070)-FileName': Shape-file 'eb_1tPnt5dLft.s' not found!
 ---> 'Shape(34071)-FileName': Shape-file 'eb_1tPnt5dRgt.s' not found!
 ---> 'Shape(34072)-FileName': Shape-file 'eb_1tPnt10dLft.s' not found!
 ---> 'Shape(34073)-FileName': Shape-file 'eb_1tPnt10dRgt.s' not found!
 ---> 'Shape(34074)-FileName': Shape-file 'eb_1tYPnt10d.s' not found!
 ---> 'Shape(34075)-FileName': Shape-file 'eb_1tXover2_5d.s' not found!
 ---> 'Shape(34076)-FileName': Shape-file 'eb_1tXover5d.s' not found!
 ---> 'Shape(34077)-FileName': Shape-file 'eb_1tSglSlip10d.s' not found!
 ---> 'Shape(34078)-FileName': Shape-file 'eb_1txr10d.s' not found!
 ---> 'Shape(34079)-FileName': Shape-file 'A1tDblSlip10dEnd_EB.s' not found!
 ---> 'Shape(34080)-FileName': Shape-file 'eb_1tEndPnt10dLft.s' not found!
 ---> 'Shape(34081)-FileName': Shape-file 'eb_1tEndPnt10dRgt.s' not found!
 ---> 'Shape(34082)-FileName': Shape-file 'eb_1tEndPnt5dLft.s' not found!
 ---> 'Shape(34083)-FileName': Shape-file 'eb_1tEndPnt5dRgt.s' not found!
 ---> 'Shape(34084)-FileName': Shape-file 'eb_1t45dYardLft.s' not found!
 ---> 'Shape(34085)-FileName': Shape-file 'eb_1t45dYardRgt.s' not found!
 ---> 'Shape(34086)-FileName': Shape-file 'eb_1t45dYardCrvLft.s' not found!
 ---> 'Shape(34087)-FileName': Shape-file 'eb_1t45dYardCrvRgt.s' not found!
 ---> 'Shape(34088)-FileName': Shape-file 'eb_2t250mStrtTun.s' not found!
 ---> 'Shape(34089)-FileName': Shape-file 'eb_2t500mStrtTun.s' not found!
 ---> 'Shape(34090)-FileName': Shape-file 'eb_2t500r10dTun.s' not found!
 ---> 'Shape(34091)-FileName': Shape-file 'eb_2t500r20dTun.s' not found!
 ---> 'Shape(34092)-FileName': Shape-file 'eb_1t7mStrt.s' not found!
 ---> 'Shape(34095)-FileName': Shape-file 'eb_2t1000r10dTun.s' not found!
 ---> 'Shape(34096)-FileName': Shape-file 'eb_2t1000r20dTun.s' not found!
 ---> 'Shape(34097)-FileName': Shape-file 'eb_2t1000r5dTun.s' not found!
 ---> 'Shape(34098)-FileName': Shape-file 'eb_2t100mStrtTun.s' not found!
 ---> 'Shape(34099)-FileName': Shape-file 'eb_2t2000r20dTun.s' not found!
 ---> 'Shape(34100)-FileName': Shape-file 'eb_2t2000r10dTun.s' not found!
 ---> 'Shape(34101)-FileName': Shape-file 'eb_2t2000r5dTun.s' not found!
 ---> 'Shape(34102)-FileName': Shape-file 'eb_2t250mStrtTun.s' not found!
 ---> 'Shape(34103)-FileName': Shape-file 'eb_2t500mStrtTun.s' not found!
 ---> 'Shape(34104)-FileName': Shape-file 'eb_2t500r10dTun.s' not found!
 ---> 'Shape(34105)-FileName': Shape-file 'eb_2t500r20dTun.s' not found!
 ---> 'Shape(34106)-FileName': Shape-file 'eb_2t500r5dTun.s' not found!
 ---> 'Shape(34107)-FileName': Shape-file 'eb_2t1500r10dTun.s' not found!
 ---> 'Shape(34108)-FileName': Shape-file 'eb_2t1500r20dTun.s' not found!
 ---> 'Shape(34109)-FileName': Shape-file 'eb_2t1500r5dTun.s' not found!
 ---> 'Shape(34110)-FileName': Shape-file 'eb_2tSkewLft.s' not found!
 ---> 'Shape(34111)-FileName': Shape-file 'eb_2tSkewRgt.s' not found!
 ---> 'Shape(34112)-FileName': Shape-file 'eb_2t250r5d.s' not found!
 ---> 'Shape(34113)-FileName': Shape-file 'eb_2t250r10d.s' not found!
 ---> 'Shape(34114)-FileName': Shape-file 'eb_2t250r20d.s' not found!
 ---> 'Shape(34116)-FileName': Shape-file 'eb_1t100mStrtTun.s' not found!
 ---> 'Shape(34117)-FileName': Shape-file 'eb_1t50mStrtTun.s' not found!
 ---> 'Shape(34118)-FileName': Shape-file 'eb_1t500r10dTun.s' not found!
 ---> 'Shape(34119)-FileName': Shape-file 'eb_1t10mStrtTun.s' not found!
 ---> 'Shape(34120)-FileName': Shape-file 'eb_1t500r5dTun.s' not found!
 ---> 'Shape(34121)-FileName': Shape-file 'eb_2t250r10dTun.s' not found!
 ---> 'Shape(34122)-FileName': Shape-file 'eb_2t250r20dTun.s' not found!
 ---> 'Shape(34123)-FileName': Shape-file 'eb_2t10mStrtTun.s' not found!
 ---> 'Shape(34124)-FileName': Shape-file 'eb_2t6mStrt.s' not found!
 ---> 'Shape(34142)-FileName': Shape-file 'eb_1t10mSkew.s' not found!
 ---> 'Shape(34179)-FileName': Shape-file 'eb_1tEndPnt10dLftTun.s' not found!
 ---> 'Shape(34180)-FileName': Shape-file 'eb_1tEndPnt10dRgtTun.s' not found!
 ---> 'Shape(34181)-FileName': Shape-file 'eb_1tEndPnt5dLftTun.s' not found!
 ---> 'Shape(34182)-FileName': Shape-file 'eb_1tEndPnt5dRgtTun.s' not found!
 ---> 'Shape(34184)-FileName': Shape-file 'eb_1t1000r5dTun.s' not found!
 ---> 'Shape(34185)-FileName': Shape-file 'eb_1t1000r10dTun.s' not found!
 ---> 'Shape(34186)-FileName': Shape-file 'eb_1t2000r5dTun.s' not found!
 ---> 'Shape(34187)-FileName': Shape-file 'eb_1t1500r5dTun.s' not found!
 ---> 'Shape(34188)-FileName': Shape-file 'eb_1t1500r10dTun.s' not found!
 ---> 'Shape(34216)-FileName': Shape-file 'eb_1tPnt10dRgtMnl.s' not found!
 ---> 'Shape(34217)-FileName': Shape-file 'eb_1tYPnt10dMnl.s' not found!
 ---> 'Shape(34218)-FileName': Shape-file 'eb_1tPnt10dLftMnl.s' not found!
 ---> 'Shape(34219)-FileName': Shape-file 'eb_1tPnt5dLftMnl.s' not found!
 ---> 'Shape(34220)-FileName': Shape-file 'eb_1tPnt5dRgtMnl.s' not found!
 ---> 'Shape(34221)-FileName': Shape-file 'eb_1t45dYardLftMnl.s' not found!
 ---> 'Shape(34223)-FileName': Shape-file 'eb_1tPnt2_5dLftMnl.s' not found!
 ---> 'Shape(34224)-FileName': Shape-file 'eb_1tPnt2_5dRgtMnl.s' not found!
 ---> 'Shape(34225)-FileName': Shape-file 'eb_1t2000r5dRndTun.s' not found!
 ---> 'Shape(34226)-FileName': Shape-file 'eb_1t1000r10dRndTun.s' not found!
 ---> 'Shape(34227)-FileName': Shape-file 'eb_1t1000r5dRndTun.s' not found!
 ---> 'Shape(34228)-FileName': Shape-file 'eb_1t1500r10dRndTun.s' not found!
 ---> 'Shape(34229)-FileName': Shape-file 'eb_1t1500r5dRndTun.s' not found!
 ---> 'Shape(34230)-FileName': Shape-file 'eb_1tEndPnt10dLftRndTun.s' not found!
 ---> 'Shape(34231)-FileName': Shape-file 'eb_1tEndPnt10dRgtRndTun.s' not found!
 ---> 'Shape(34232)-FileName': Shape-file 'eb_1tEndPnt5dLftRndTun.s' not found!
 ---> 'Shape(34233)-FileName': Shape-file 'eb_1tEndPnt5dRgtRndTun.s' not found!
 ---> 'Shape(34234)-FileName': Shape-file 'eb_1t100mStrtRndTun.s' not found!
 ---> 'Shape(34235)-FileName': Shape-file 'eb_1t50mStrtRndTun.s' not found!
 ---> 'Shape(34236)-FileName': Shape-file 'eb_1t500r10dRndTun.s' not found!
 ---> 'Shape(34237)-FileName': Shape-file 'eb_1t10mStrtRndTun.s' not found!
 ---> 'Shape(34238)-FileName': Shape-file 'eb_1t500r5dRndTun.s' not found!
 ---> 'Shape(34239)-FileName': Shape-file 'eb_1t870r4dRgt.s' not found!
 ---> 'Shape(34240)-FileName': Shape-file 'eb_1t870r4dLft.s' not found!
 ---> 'Shape(34241)-FileName': Shape-file 'eb_1t250r10d.s' not found!
 ---> 'Shape(34242)-FileName': Shape-file 'eb_1t250r20d.s' not found!
 ---> 'Shape(34243)-FileName': Shape-file 'eb_1t250r5d.s' not found!
 ---> 'Shape(34244)-FileName': Shape-file 'eb_2t250r5dTun.s' not found!
 ---> 'Shape(34245)-FileName': Shape-file 'eb_1t2000r10dTun.s' not found!
 ---> 'Shape(34246)-FileName': Shape-file 'eb_1t2000r20dTun.s' not found!
 ---> 'Shape(34247)-FileName': Shape-file 'eb_1tSglSlip10dMnl.s' not found!
 ---> 'Shape(34249)-FileName': Shape-file 'eb_1tSglSlip10dEnd.s' not found!
 ---> 'Shape(34301)-FileName': Shape-file 'eb_2t10mstrti.s' not found!
 ---> 'Shape(34302)-FileName': Shape-file 'eb_2t50mstrti.s' not found!
 ---> 'Shape(34303)-FileName': Shape-file 'eb_2t100mstrti.s' not found!
 ---> 'Shape(34304)-FileName': Shape-file 'eb_2t250mstrti.s' not found!
 ---> 'Shape(34305)-FileName': Shape-file 'eb_2t500mstrti.s' not found!
 ---> 'Shape(34306)-FileName': Shape-file 'eb_3t10mstrti.s' not found!
